movie_title,movie_id,color,director_id,num_critic_for_reviews,duration,gross,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
Lonesome Jim,385056,Color,2019,81.0,91,154077.0,6884,0,"['bail', 'coma', 'dart board', 'indiana', 'ladder factory']",http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,53.0,English,USA,R,500000.0,2005,6.6,1.85
Drinking Buddies,2265398,Color,2202,155.0,90,342936.0,45928,5,"['brewery', 'co worker', 'male female friendship', 'u haul truck', 'woman wearing a string bikini']",http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,106.0,English,USA,R,0.0,2013,6.1,2.35
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2654360,Color,2203,39.0,88,151389.0,774,0,['stage magician'],http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,7.0,English,USA,0,500000.0,2012,7.1,0.0
Seven Samurai,47478, Black and White,1260,153.0,202,269061.0,229012,6,"['16th century', 'battle', 'japan', 'practice', 'samurai']",http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,596.0,Japanese,Japan,Unrated,2000000.0,1954,8.7,1.37
The Other Dream Team,1606829,Color,2204,26.0,89,133778.0,3086,1,"['basketball', 'basketball team', 'grateful dead', 'lithuanian', 'olympics']",http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,9.0,English,USA,Not Rated,500000.0,2012,8.4,0.0
Johnny Suede,104567, Black and White,2205,10.0,97,0.0,3013,0,"['idol', 'musician', 'vomiting', 'watching television', 'wyoming']",http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,24.0,English,Switzerland,R,500000.0,1991,5.8,1.85
Finishing the Game: The Search for a New Bruce Lee,843850,Color,39,35.0,84,52850.0,1656,0,"['bruce lee', 'jeet kune do', 'karate', 'satire', 'spoof']",http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12.0,English,USA,Not Rated,500000.0,2007,6.2,1.85
Rubber,1612774,Color,2206,230.0,82,98017.0,26185,0,"['desert', 'dump', 'show', 'spectator', 'tire']",http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170.0,English,France,R,500000.0,2010,5.8,1.85
Home,2224026,Color,225,165.0,94,177343675.0,70136,0,"['alien friendship', 'alien invasion', 'australia', 'flying car', 'mother daughter relationship']",http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214.0,English,USA,PG,135000000.0,2015,6.7,1.85
Kiss the Bride,893346,Color,2140,9.0,100,31937.0,1358,3,"['best friend', 'high school', 'love', 'secret', 'wedding']",http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,10.0,English,USA,R,500000.0,2007,5.7,1.85
The Slaughter Rule,266971,Color,2207,17.0,112,13134.0,2004,2,"['cheerleader', 'father son relationship', 'football coach', 'loss of father', 'mother son relationship']",http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,32.0,English,USA,R,500000.0,2002,6.1,2.35
Monsters,1470827,Color,2208,344.0,94,237301.0,75669,0,"['alien', 'alien invasion', 'destroyed building', 'destruction', 'mexico']",http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,451.0,English,UK,R,500000.0,2010,6.4,2.35
The Californians,377043,Color,2209,2.0,87,0.0,299,3,['based on novel'],http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,11.0,English,USA,PG,0.0,2005,5.0,1.85
The Living Wake,489212,Color,2210,28.0,91,12055.0,739,2,"['artist', 'black comedy']",http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,10.0,English,USA,PG-13,500000.0,2007,6.5,0.0
Detention of the Dead,1865346,Color,2211,29.0,87,1332.0,2038,6,"['based on play', 'blood', 'independent film', 'teenager', 'zombie']",http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,20.0,English,USA,Not Rated,500000.0,2012,4.6,2.35
Crazy Stone,843270,Color,1845,11.0,98,0.0,2097,1,"['bankruptcy', 'crystal', 'father son relationship', 'heist', 'shower']",http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,9.0,Mandarin,China,0,3000000.0,2006,7.7,2.35
Scott Walker: 30 Century Man,486541,Color,2212,48.0,95,0.0,1006,0,"['avant garde', 'british pop', 'character name in title', 'musician', 'number in title']",http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,11.0,English,UK,0,500000.0,2006,7.3,1.85
Everything Put Together,228277,Color,12,24.0,87,0.0,601,0,"['group of friends', 'mental breakdown', 'mental instability', 'morgue', 'sudden infant death syndrome']",http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,10.0,English,USA,R,100000.0,2000,6.6,1.85
Good Kill,3297330,Color,456,166.0,102,316842.0,15756,0,"['cigarette butt', 'drone', 'funeral procession', 'nellis air force base', 'taliban']",http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,68.0,English,USA,R,0.0,2014,6.4,2.35
Insomnia Manica,455556,Color,2213,0.0,127,0.0,16,0,0,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,3.0,English,USA,0,500000.0,2005,5.8,1.33
The Outrageous Sophie Tucker,2825768,Color,2180,9.0,96,0.0,38,1,0,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,3.0,English,USA,0,500000.0,2014,7.2,1.33
Now Is Good,1937264,Color,1468,48.0,103,0.0,26863,3,"['death', 'dying', 'leukemia', 'teenage girl', 'terminal illness']",http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,54.0,English,UK,PG-13,0.0,2012,7.2,2.35
Girls Gone Dead,1884318,Color,2214,64.0,104,0.0,2012,2,"['mini skirt', 'party', 'spring break', 'voyeur', 'war hammer']",http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,28.0,English,USA,R,500000.0,2012,3.5,2.35
America Is Still the Place,3417110,Color,2215,0.0,90,0.0,22,0,0,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,0.0,English,USA,0,0.0,2015,7.5,0.0
Subconscious,2909932,Color,2216,1.0,122,0.0,292,0,"['military', 'submarine', 'suspense', 'time travel', 'world war two']",http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,16.0,English,USA,R,0.0,2015,2.2,0.0
Crossroads,275022,Color,1441,111.0,93,37188667.0,34219,1,"['audition', 'friendship', 'graduation', 'high school graduation', 'love']",http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578.0,English,USA,PG-13,12000000.0,2002,3.3,1.85
Enter Nowhere,1631707,Color,2217,26.0,90,0.0,5025,3,"['cabin', 'going in circles', 'pac man', 'stranger', 'woods']",http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,45.0,English,USA,R,500000.0,2011,6.6,0.0
The King of Najayo,2275671,Color,2218,1.0,101,0.0,197,1,0,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,1.0,Spanish,Dominican Republic,R,500000.0,2012,6.9,16.0
Fight to the Finish,3152288,Color,2219,3.0,94,0.0,60,0,"['fighting', 'karate']",http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,150000.0,2016,4.0,0.0
Alleluia! The Devil's Carnival,3892618,Color,1292,10.0,97,0.0,259,5,"['carnival', 'devil', 'redemption', 'reference to god']",http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,20.0,English,USA,0,500000.0,2016,7.4,1.78
The Sound and the Shadow,2190180,Color,2220,1.0,90,0.0,30,0,0,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,1.0,English,USA,R,0.0,2014,8.3,0.0
Rodeo Girl,4062896,Color,2221,1.0,108,0.0,62,2,0,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4.0,English,USA,PG,500000.0,2016,5.7,0.0
Born to Fly: Elizabeth Streb vs. Gravity,2246526,Color,2222,10.0,82,21199.0,40,1,['three word title'],http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,10.0,English,USA,0,500000.0,2014,6.8,0.0
The Little Ponderosa Zoo,3846442,Color,2223,1.0,84,0.0,15,2,0,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,1.0,English,USA,0,500000.0,2016,5.2,16.0
Oz the Great and Powerful,1623205,Color,23,525.0,130,234903076.0,175413,4,"['circus', 'magic', 'magician', 'oz', 'witch']",http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511.0,English,USA,PG,215000000.0,2013,6.4,2.35
The Toxic Avenger,90190,Color,1888,96.0,91,0.0,19253,0,"['boy', 'health club', 'superhero', 'toxic waste', 'troma']",http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147.0,English,USA,Unrated,475000.0,1984,6.2,1.85
Straight Out of Brooklyn,102989,Color,1447,8.0,91,2712293.0,475,4,"['domestic violence', 'housing project', 'new york city', 'poverty', 'racism']",http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,11.0,English,USA,R,450000.0,1991,5.9,1.85
Bloody Sunday,280491,Color,110,92.0,107,768045.0,19732,0,"['civil rights', 'irish', 'march', 'northern ireland', 'protest march']",http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,120.0,English,UK,R,2000000.0,2002,7.7,1.85
Diamond Ruff,2111292,Color,2224,1.0,82,0.0,53,6,"['prison', 'prisoner', 'reverend', 'terminal illness', 'two word title']",http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,5.0,English,USA,R,500000.0,2015,4.3,0.0
Conversations with Other Women,435623,Color,2225,365.0,84,379122.0,10143,0,"['female frontal nudity', 'filming a wedding', 'lingerie slip', 'memory', 'wedding']",http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,54.0,English,UK,R,450000.0,2005,7.1,2.39
Poultrygeist: Night of the Chicken Dead,462485,Color,2226,88.0,103,23000.0,5931,0,"['castration', 'chicken', 'fast food', 'indian burial ground', 'protest']",http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,58.0,English,USA,Unrated,500000.0,2006,6.2,1.85
Mutual Friends,2112209,Color,2227,3.0,86,0.0,64,1,"['bromance', 'manhattan new york city', 'new york city', 'photograph', 'surprise']",http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,3.0,English,USA,0,450000.0,2013,6.8,0.0
42nd Street,24034, Black and White,2228,65.0,89,2300000.0,7921,2,"['chorus girl', 'chorus line', 'director', 'gala premiere', 'song']",http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,97.0,English,USA,Unrated,439000.0,1933,7.7,1.37
Rise of the Entrepreneur: The Search for a Better Way,4273494,Color,2229,0.0,52,0.0,78,0,"['business', 'entrepreneur', 'network marketing']",http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10.0,English,USA,G,450000.0,2014,8.2,0.0
Metropolitan,100142,Color,1807,71.0,98,2938208.0,7143,1,"['apartment', 'dancing', 'debutante', 'new york', 'upper class']",http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,52.0,English,USA,PG-13,225000.0,1990,7.5,1.6600000000000001
As It Is in Heaven,382330,Color,2230,34.0,133,9910.0,13543,15,"['amazing grace the hymn', 'choir', 'heart attack', 'hometown', 'skidding truck']",http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,94.0,Swedish,Sweden,0,25000000.0,2004,7.6,1.85
Roadside,1958007,Color,2231,15.0,81,0.0,268,0,"['dog', 'gun', 'hostage', 'husband wife relationship', 'jealousy']",http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6.0,English,USA,0,0.0,2013,4.1,16.0
Napoleon Dynamite,374900,Color,656,220.0,92,44540956.0,161448,0,"['class president', 'family relationships', 'friend', 'high school', 'jock']",http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473.0,English,USA,PG,400000.0,2004,6.9,1.85
Blue Ruin,2359024,Color,1639,279.0,90,258113.0,42678,0,"['blood splatter', 'car', 'neo noir', 'vengeance', 'vomiting']",http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,135.0,English,USA,R,1066167.0,2013,7.1,2.35
Paranormal Activity,1179904,Color,1651,409.0,84,107917283.0,184824,0,"['dark force', 'entity', 'evil force', 'found footage', 'paranormal phenomenon']",http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,1189.0,English,USA,R,15000.0,2007,6.3,1.85
Dogtown and Z-Boys,275309, Black and White,1843,86.0,91,1293295.0,10366,0,"['california', 'drought', 'playground', 'skateboarding', 'surfer']",http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88.0,English,USA,PG-13,0.0,2001,7.7,1.37
Monty Python and the Holy Grail,71853,Color,244,131.0,91,1229197.0,382240,0,"['camelot', 'holy grail', 'king arthur', 'knight', 'lancelot']",http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,660.0,English,UK,PG,229575.0,1975,8.3,1.6600000000000001
Quinceañera,451176,Color,1611,69.0,90,1689999.0,3675,1,"['15th birthday', 'birthday', 'gay', 'party', 'security guard']",http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,48.0,Spanish,USA,R,400000.0,2006,7.1,2.35
Gory Gory Hallelujah,396041,Color,2232,8.0,96,11798.0,179,2,"['conspiracy', 'feminist', 'hippie', 'motorcycle', 'slapstick comedy']",http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,18.0,English,USA,0,100000.0,2003,4.7,1.78
Heroes,813715,Color,107,75.0,60,0.0,202115,4,"['father daughter relationship', 'serial killer', 'superhero', 'supernatural power', 'vision of the future']",http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,379.0,English,USA,TV-14,0.0,0,7.7,16.0
Tarnation,390538,Color,2233,72.0,88,592014.0,5709,3,"['answering machine', 'home movie', 'lithium', 'schizophrenic', 'video diary']",http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,114.0,English,USA,Unrated,218.0,2003,7.2,1.37
I Want Your Money,1560957,Color,2234,4.0,92,425899.0,1123,0,0,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,31.0,English,USA,PG,400000.0,2010,5.1,1.78
Love in the Time of Monsters,2403415,Color,2235,9.0,97,0.0,143,3,"['bigfoot', 'love', 'monster', 'sasquatch', 'tourist']",http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,5.0,English,USA,0,500000.0,2014,5.4,0.0
The Beyond,82307, Black and White,2236,203.0,82,126387.0,14985,0,"['doctor', 'hell', 'hotel', 'painter', 'plumber']",http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,253.0,Italian,Italy,X,400000.0,1981,6.9,2.35
Home Movies,197159,Color,107,11.0,22,0.0,7458,0,"['coach', 'friend', 'school', 'series', 'tv series']",http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,82.0,English,USA,TV-PG,0.0,0,8.2,1.33
What Happens in Vegas,1033643,Color,672,148.0,101,80276912.0,140740,2,"['casino', 'father son relationship', 'jackpot', 'judge', 'wedding']",http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,151.0,English,USA,PG-13,35000000.0,2008,6.1,2.35
The Dark Hours,402249,Color,2237,80.0,80,0.0,4788,0,"['brain tumor', 'champagne', 'game', 'psychiatrist', 'weekend']",http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,52.0,English,Canada,R,500000.0,2005,6.1,1.85
My Beautiful Laundrette,91578,Color,479,46.0,97,0.0,10577,1,"['england', 'mistress', 'pakistani', 'politics', 'thatcher']",http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,64.0,English,UK,R,650000.0,1985,6.9,1.6600000000000001
Fabled,299863, Black and White,2238,8.0,84,25918.0,191,0,0,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,10.0,English,USA,R,0.0,2002,5.8,1.78
Show Me,414510,Color,2239,10.0,97,0.0,369,0,"['bathtub', 'implied incest', 'lesbian', 'squeegee', 'tied to a chair']",http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,5.0,French,Canada,R,900000.0,2004,6.0,1.78
Cries & Whispers,69467,Color,2240,76.0,91,0.0,19964,0,"['dying', 'love', 'mansion', 'selfishness', 'turn of the century']",http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,197.0,Swedish,Sweden,R,400000.0,1972,8.2,1.6600000000000001
Intolerance: Love's Struggle Throughout the Ages,6864, Black and White,2241,69.0,123,0.0,10718,1,"['huguenot', 'intolerance', 'medicis', 'protestant', 'wedding']",http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,88.0,0,USA,Not Rated,385907.0,1916,8.0,1.33
Trekkies,120370,Color,2242,43.0,86,617172.0,4407,1,"['autograph', 'dentist', 'outer space', 'star trek', 'telephone call']",http://www.imdb.com/title/tt0120370/?ref_=fn_tt_tt_1,75.0,English,USA,PG,375000.0,1997,7.0,0.0
The Broadway Melody,19729, Black and White,2243,36.0,100,2808000.0,4546,8,"['sibling rivalry', 'singer', 'sister act', 'whistling', 'wisecrack humor']",http://www.imdb.com/title/tt0019729/?ref_=fn_tt_tt_1,71.0,English,USA,Passed,379000.0,1929,6.3,1.37
The Evil Dead,83907,Color,23,304.0,96,0.0,141219,0,"['cult director', 'cult film', 'evil dead', 'necronomicon', 'psychotronic film']",http://www.imdb.com/title/tt0083907/?ref_=fn_tt_tt_1,740.0,English,USA,NC-17,375000.0,1981,7.6,1.37
Maniac,2103217,Color,2244,279.0,89,12843.0,27297,0,"['exhibition', 'mannequin', 'obsession', 'oral sex', 'photographer']",http://www.imdb.com/title/tt2103217/?ref_=fn_tt_tt_1,131.0,English,France,Not Rated,6000000.0,2012,6.1,2.35
Censored Voices,3457376,Color,2245,23.0,84,34151.0,186,0,0,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,3.0,Hebrew,Israel,0,450000.0,2015,7.2,1.78
Murderball,436613,Color,2246,110.0,88,1523883.0,9037,1,"['paralympics', 'quad rugby', 'rugby', 'team', 'wheelchair']",http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,70.0,English,USA,R,1750211.0,2005,7.8,1.85
American Ninja 2: The Confrontation,92548,Color,2247,40.0,90,4000000.0,6046,0,"['blood splatter', 'island', 'motorboat', 'ninja', 'sequel to cult film']",http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,46.0,English,USA,R,350000.0,1987,4.7,1.85
51 Birch Street,468442,Color,2248,45.0,90,84689.0,695,2,"['address as title', 'number in title', 'parents']",http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,16.0,English,Germany,Unrated,0.0,2005,7.5,0.0
Revolution,2070791,Color,107,23.0,43,0.0,72017,6,"['2020s', 'near future', 'one word series title', 'post apocalypse', 'year 2027']",http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,323.0,English,USA,TV-14,0.0,0,6.7,16.0
Rotor DR1,4162992,Color,2249,4.0,98,0.0,209,2,"['drone', 'playing with gun', 'post apocalypse', 'road trip', 'working class family']",http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,8.0,English,USA,0,350000.0,2015,3.4,2.35
Halloween,77651,Color,457,318.0,101,47000000.0,157863,0,"['halloween', 'masked killer', 'michael myers', 'slasher', 'trick or treat']",http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191.0,English,USA,R,300000.0,1978,7.9,2.35
12 Angry Men,50083, Black and White,846,177.0,96,0.0,447785,1,"['courtroom', 'dialogue driven', 'dialogue driven storyline', 'jury', 'murder']",http://www.imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,888.0,English,USA,Not Rated,350000.0,1957,8.9,1.6600000000000001
My Dog Tulip,843358,Color,2250,51.0,83,246574.0,1272,0,"['autobiography', 'dog movie', 'german shepherd', 'memoir', 'old man']",http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,15.0,English,USA,0,0.0,2009,6.9,1.85
It Happened One Night,25316, Black and White,1781,124.0,65,0.0,64888,1,"['bus', 'detective', 'love', 'money', 'reporter']",http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,235.0,English,USA,Unrated,325000.0,1934,8.2,1.37
Dogtooth,1379182,Color,2251,211.0,94,110197.0,44864,0,"['fellatio', 'isolated house', 'overprotective father', 'social isolation', 'unsimulated sex']",http://www.imdb.com/title/tt1379182/?ref_=fn_tt_tt_1,170.0,Greek,Greece,Unrated,0.0,2009,7.3,2.35
Tupac: Resurrection,343121,Color,2252,26.0,112,7707563.0,7687,0,"['hip hop', 'name in title', 'rap star', 'rapper', 'reference to tupac shakur']",http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,32.0,English,USA,R,0.0,2003,8.0,1.85
Tumbleweeds,161023,Color,716,64.0,102,1281176.0,2932,1,"['boss', 'fight', 'reference to william shakespeare', 'white trash', 'written and directed by cast member']",http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,73.0,English,USA,PG-13,312000.0,1999,6.7,1.85
The Prophecy,114194,Color,2253,56.0,98,16115878.0,24438,0,"['angel', 'corpse', 'girl', 'heaven', 'soul']",http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,194.0,English,USA,R,8000000.0,1995,6.6,2.35
When the Cat's Away,115856,Color,1568,29.0,91,1652472.0,2843,7,"['cat', 'homosexual sex', 'male homosexuality', 'neighborhood', 'noisy neighbor']",http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1,25.0,French,France,R,300000.0,1996,6.9,1.6600000000000001
Pieces of April,311648,Color,544,131.0,80,2360184.0,18035,3,"['apartment', 'oven', 'stove', 'thanksgiving', 'thanksgiving dinner']",http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,177.0,English,USA,PG-13,300000.0,2003,7.1,1.85
The Big Swap,118717,Color,2254,4.0,114,0.0,270,0,"['breasts', 'female frontal nudity', 'jealousy', 'male full frontal nudity', 'male nudity']",http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,7.0,English,UK,0,0.0,1998,5.6,1.33
Old Joy,468526,Color,1909,88.0,76,255352.0,4423,2,"['cell phone', 'male frontal nudity', 'oregon', 'sexual ambiguity', 'title directed by female']",http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,57.0,English,USA,Unrated,300000.0,2006,6.7,1.6600000000000001
Wendy and Lucy,1152850,Color,1909,189.0,80,856942.0,12241,1,"['car', 'dog', 'flip phone', 'rape threat', 'vulnerable']",http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,112.0,English,USA,R,200000.0,2008,7.1,1.85
3 Backyards,1314190,Color,2255,20.0,88,0.0,554,0,['number in title'],http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,23.0,English,USA,R,300000.0,2010,5.2,0.0
Pierrot le Fou,59592,Color,2256,96.0,110,0.0,19386,1,"['beach', 'money', 'on the run', 'party', 'smuggling']",http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,74.0,French,France,Not Rated,300000.0,1965,7.7,2.35
Sisters in Law,474361,Color,2257,27.0,104,32631.0,291,1,0,http://www.imdb.com/title/tt0474361/?ref_=fn_tt_tt_1,8.0,English,Cameroon,Not Rated,0.0,2005,7.5,0.0
Ayurveda: Art of Being,221809,Color,2187,15.0,102,16892.0,341,0,"['eastern philosophy', 'healing', 'india', 'life']",http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,12.0,English,India,0,300000.0,2001,7.6,1.85
Nothing But a Man,58414, Black and White,2258,24.0,95,12438.0,891,1,"['1960s', 'father', 'railroad', 'town', 'worker']",http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,26.0,English,USA,Not Rated,160000.0,1964,8.1,0.0
"First Love, Last Rites",128214,Color,1608,16.0,94,40542.0,294,0,"['listening to music', 'misfit', 'panties', 'red panties', 'sex']",http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,16.0,English,USA,R,300000.0,1997,5.5,0.0
Fighting Tommy Riley,366444,Color,2259,13.0,109,5199.0,720,0,"['older man younger man relationship', 'punching bag', 'school teacher', 'undressing', 'unrequited love']",http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,23.0,English,USA,R,200000.0,2004,6.6,2.35
Royal Kill,421237,Color,2260,8.0,90,0.0,476,0,"['assassin', 'female assassin', 'kingdom', 'martial arts', 'mission']",http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1,18.0,English,USA,PG-13,350000.0,2009,3.2,0.0
Across the Universe,445922,Color,958,156.0,133,24343673.0,91863,0,"['anti war', 'liverpool', 'love', 'protest', 'song']",http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,524.0,English,USA,PG-13,45000000.0,2007,7.4,2.35
The Looking Glass,2912776,Color,2261,4.0,110,1711.0,82,0,0,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,1.0,English,USA,0,0.0,2015,6.6,0.0
Death Race 2000,72856,Color,2262,164.0,80,0.0,19875,0,"['cult director', 'cult film', 'drive in classic', 'psychotronic', 'race']",http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,147.0,English,USA,R,300000.0,1975,6.2,1.85
Locker 13,1241226,Color,2263,10.0,95,2468.0,241,3,"['digit in title', 'latino', 'life or death', 'philosophy', 'supernatural']",http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,5.0,English,USA,R,300000.0,2014,4.8,1.85
Midnight Cabaret,100146,0,2264,1.0,94,0.0,47,0,"['cigarette smoking', 'death', 'devil', 'nightmare', 'satanic cult']",http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,4.0,English,USA,R,0.0,1990,4.5,0.0
Anderson's Cross,393049,Color,2265,8.0,98,0.0,95,7,"['divorce', 'marriage', 'mother daughter relationship', 'sex', 'teenage boy']",http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,7.0,English,USA,R,300000.0,2010,7.2,0.0
Bizarre,3904272,Color,2266,9.0,98,0.0,569,0,"['full frontal nudity', 'group shower', 'male full frontal nudity', 'male nudity', 'shower']",http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,1.0,English,France,Unrated,500000.0,2015,4.3,1.78
Graduation Day,82467,Color,2267,78.0,96,0.0,1905,0,"['coach', 'mask', 'school principal', 'team', 'track']",http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,58.0,English,USA,R,250000.0,1981,4.5,1.85
Some Guy Who Kills People,1568341,Color,2268,131.0,97,0.0,4550,2,0,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1,58.0,English,USA,R,300000.0,2011,6.4,1.85
Compliance,1971352,Color,2269,286.0,90,318622.0,24668,0,"['authority', 'boss subordinate relationship', 'fast food restaurant', 'gullibility', 'telephone call']",http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,175.0,English,USA,R,270000.0,2012,6.4,2.35
Chasing Amy,118842,Color,597,147.0,113,12006514.0,114070,5,"['comic book', 'friendship', 'gay', 'lesbian', 'secret']",http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,500.0,English,USA,R,250000.0,1997,7.3,1.85
Lovely & Amazing,258273,Color,1446,71.0,91,4186931.0,6041,3,"['african american', 'dog', 'homecoming queen', 'insecurity', 'surgery']",http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,85.0,English,USA,R,250000.0,2001,6.9,1.85
Death Calls,1328873,Color,2270,0.0,90,0.0,30,2,"['murder', 'oppression', 'rebirth', 'reincarnation', 'revenge']",http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,0.0,English,USA,R,290000.0,2010,4.3,1.85
